,leveringsrichting,postcode_tot,postcode_van,sjv,soort
14221,100,1058XM,1058XM,1402,ELK
14222,100,1058XM,1058XM,892,GAS
14223,100,1058XN,1058XN,1186,GAS
14224,100,1058XN,1058XN,3659,ELK
14225,100,1058XP,1058XP,949,GAS
14226,"97,37",1058XP,1058XP,1867,ELK
14227,100,1058XR,1058XR,904,GAS
14228,100,1058XR,1058XR,1568,ELK
14229,100,1058XS,1058XS,1066,GAS
14230,100,1058XS,1058XS,1304,ELK
14231,"98,51",1058XT,1058XT,1646,ELK
14232,100,1058XT,1058XT,1005,GAS
14233,100,1058XV,1058XV,1069,GAS
14234,100,1058XV,1058XV,1436,ELK
14235,100,1058XW,1058XW,1791,ELK
14236,100,1058XW,1058XW,908,GAS
14237,100,1058XX,1058XX,1053,ELK
14238,100,1058XX,1058XX,783,GAS
14239,100,1058XZ,1058XZ,1533,ELK
14240,100,1058XZ,1058XZ,928,GAS
14241,100,1059AA,1059AA,2737,ELK
14242,100,1059AA,1059AA,1091,GAS
14243,100,1059AB,1059AB,2792,ELK
14244,100,1059AB,1059AB,926,GAS
14245,100,1059AC,1059AC,1176,GAS
14246,100,1059AC,1059AC,2528,ELK
14247,100,1059AD,1059AD,1949,ELK
14248,100,1059AD,1059AD,946,GAS
14249,100,1059AE,1059AE,1150,GAS
14250,100,1059AE,1059AE,2602,ELK
14251,100,1059AG,1059AG,1866,ELK
14252,100,1059AG,1059AG,928,GAS
14253,100,1059AH,1059AH,2322,ELK
14254,100,1059AH,1059AH,970,GAS
14255,100,1059AJ,1059AJ,3075,ELK
14256,100,1059AJ,1059AJ,947,GAS
14257,100,1059AK,1059AK,954,GAS
14258,100,1059AK,1059AK,2613,ELK
14259,"94,44",1059AL,1059AL,2655,ELK
14260,100,1059AL,1059AL,1051,GAS
14261,100,1059AM,1059AM,1046,GAS
14262,100,1059AM,1059AM,1616,ELK
14263,100,1059AN,1059AN,1076,GAS
14264,100,1059AN,1059AN,2876,ELK
14265,100,1059AP,1059AP,1172,GAS
14266,100,1059AP,1059AP,2606,ELK
14267,100,1059AR,1059AR,1030,GAS
14268,100,1059AR,1059AR,2337,ELK
14269,100,1059AS,1059AS,1998,ELK
14270,100,1059AS,1059AS,1025,GAS
14271,100,1059AT,1059AT,3363,ELK
14272,100,1059AT,1059AT,1545,GAS
14273,100,1059AV,1059AV,1198,GAS
14274,100,1059AV,1059AV,2217,ELK
14275,100,1059AW,1059AW,1496,ELK
14276,100,1059AW,1059AW,985,GAS
14277,100,1059AX,1059AX,2778,ELK
14278,100,1059AX,1059AX,1647,GAS
14279,100,1059AZ,1059AZ,2124,ELK
14280,100,1059AZ,1059AZ,1094,GAS
14281,100,1059BA,1059BA,1436,ELK
14282,100,1059BA,1059BA,1005,GAS
14283,100,1059BB,1059BB,1026,GAS
14284,100,1059BB,1059BB,1571,ELK
14285,100,1059BC,1059BC,1159,GAS
14286,100,1059BC,1059BC,2437,ELK
14287,100,1059BD,1059BD,1822,ELK
14288,100,1059BD,1059BD,981,GAS
14289,100,1059BE,1059BE,1029,GAS
14290,100,1059BE,1059BE,1967,ELK
14291,100,1059BG,1059BG,973,GAS
14292,100,1059BG,1059BG,1912,ELK
14293,100,1059BH,1059BH,943,GAS
14294,100,1059BH,1059BH,1777,ELK
14295,100,1059BJ,1059BJ,2572,ELK
14296,100,1059BJ,1059BJ,1109,GAS
14297,100,1059BK,1059BK,1961,ELK
14298,100,1059BK,1059BK,1074,GAS
14299,100,1059BL,1059BL,925,GAS
14300,100,1059BL,1059BL,3361,ELK
14301,100,1059BM,1059BM,983,GAS
14302,100,1059BM,1059BM,2088,ELK
14303,"85,19",1059BN,1059BN,3792,ELK
14304,100,1059BN,1059BN,2023,GAS
14305,"91,67",1059BP,1059BP,8245,ELK
14306,100,1059BP,1059BP,2338,GAS
14307,100,1059BS,1059BR,977,GAS
14308,"85,71",1059BR,1059BR,4310,ELK
14309,100,1059BS,1059BS,1981,ELK
14310,100,1059BT,1059BT,10040,ELK
14311,100,1059BT,1059BT,5147,GAS
14312,84,1059BV,1059BV,2903,ELK
14313,100,1059BV,1059BV,1139,GAS
14314,100,1059CA,1059BW,6061,GAS
14315,100,1059CA,1059BW,17124,ELK
14316,100,1059CD,1059CB,23469,ELK
14317,100,1059CD,1059CC,9027,GAS
14318,100,1059CG,1059CE,6390,GAS
14319,100,1059CG,1059CE,12058,ELK
14320,100,1059CJ,1059CH,10044,ELK
14321,100,1059CJ,1059CH,4180,GAS
14322,100,1059CL,1059CK,10678,ELK
14323,100,1059CR,1059CK,3172,GAS
14324,100,1059CM,1059CM,8696,ELK
14325,100,1059CR,1059CN,11763,ELK
14326,100,1059CS,1059CS,5274,ELK
14327,100,1059CS,1059CS,1124,GAS
14328,100,1059CT,1059CT,950,GAS
14329,100,1059CT,1059CT,2511,ELK
14330,100,1059CV,1059CV,5359,ELK
14331,100,1059CV,1059CV,1086,GAS
14332,100,1059CW,1059CW,4652,ELK
14333,100,1059CW,1059CW,1106,GAS
14334,100,1059CX,1059CX,1204,GAS
14335,100,1059CX,1059CX,6005,ELK
14336,100,1059CZ,1059CZ,903,GAS
14337,100,1059CZ,1059CZ,2065,ELK
14338,100,1059EA,1059EA,1644,ELK
14339,100,1059EA,1059EA,784,GAS
14340,"98,5",1059EB,1059EB,3113,ELK
14341,100,1059EB,1059EB,912,GAS
14342,100,1059EC,1059EC,1923,ELK
14343,100,1059EC,1059EC,1204,GAS
14344,100,1059ED,1059ED,1135,GAS
14345,100,1059ED,1059ED,3198,ELK
14346,100,1059EE,1059EE,1377,GAS
14347,100,1059EE,1059EE,2016,ELK
14348,100,1059EG,1059EG,1043,GAS
14349,100,1059EG,1059EG,1838,ELK
14350,100,1059EH,1059EH,2297,ELK
14351,100,1059EH,1059EH,1409,GAS
14352,100,1059EJ,1059EJ,1415,GAS
14353,100,1059EJ,1059EJ,2530,ELK
14354,100,1059EK,1059EK,1264,GAS
14355,100,1059EK,1059EK,1749,ELK
14356,100,1059EL,1059EL,1188,GAS
14357,100,1059EL,1059EL,2096,ELK
14358,"95,24",1059EM,1059EM,1680,ELK
14359,100,1059EM,1059EM,905,GAS
14360,100,1059EN,1059EN,1782,ELK
14361,100,1059EN,1059EN,1098,GAS
14362,100,1059EP,1059EP,852,GAS
14363,100,1059EP,1059EP,1475,ELK
14364,100,1059ER,1059ER,1082,GAS
14365,100,1059ER,1059ER,1712,ELK
14366,100,1059ES,1059ES,1053,GAS
14367,100,1059ES,1059ES,1281,ELK
14368,100,1059ET,1059ET,999,GAS
14369,100,1059ET,1059ET,1614,ELK
14370,100,1059EV,1059EV,1231,GAS
14371,100,1059EV,1059EV,2952,ELK
14372,100,1059EW,1059EW,1216,GAS
14373,100,1059EW,1059EW,2220,ELK
14374,100,1059EX,1059EX,1192,GAS
14375,100,1059EX,1059EX,1873,ELK
14376,100,1059EZ,1059EZ,1732,ELK
14377,100,1059EZ,1059EZ,1024,GAS
14378,100,1059GA,1059GA,1588,ELK
14379,100,1059GA,1059GA,936,GAS
14380,100,1059GB,1059GB,1098,GAS
14381,100,1059GB,1059GB,1722,ELK
14382,100,1059GC,1059GC,2250,ELK
14383,100,1059GC,1059GC,1102,GAS
14384,100,1059GD,1059GD,2048,ELK
14385,100,1059GD,1059GD,1511,GAS
14386,100,1059GE,1059GE,1106,GAS
14387,100,1059GE,1059GE,1787,ELK
14388,100,1059GG,1059GG,914,GAS
14389,100,1059GG,1059GG,2453,ELK
14390,100,1059GH,1059GH,1072,GAS
14391,100,1059GH,1059GH,1733,ELK
14392,100,1059GL,1059GJ,27019,ELK
14393,100,1059SP,1059GK,3224,GAS
14394,100,1059SP,1059SP,1606,ELK
14395,100,1059SR,1059SR,1208,GAS
14396,100,1059SR,1059SR,2289,ELK
14397,100,1059ST,1059ST,925,GAS
14398,100,1059ST,1059ST,1529,ELK
14399,100,1059SV,1059SV,1171,GAS
14400,100,1059SV,1059SV,1851,ELK
14401,100,1059SW,1059SW,995,GAS
14402,"88,89",1059SW,1059SW,1974,ELK
14403,100,1059SX,1059SX,1084,GAS
14404,100,1059SX,1059SX,1794,ELK
14405,100,1059SZ,1059SZ,1960,ELK
14406,100,1059SZ,1059SZ,1005,GAS
14407,100,1059TA,1059TA,2855,ELK
14408,100,1059TA,1059TA,998,GAS
14409,100,1059TB,1059TB,1020,GAS
14410,100,1059TB,1059TB,2422,ELK
14411,100,1059TC,1059TC,1850,ELK
14412,100,1059TC,1059TC,953,GAS
14413,100,1059TD,1059TD,2310,ELK
14414,100,1059TD,1059TD,1243,GAS
14415,100,1059TE,1059TE,1052,GAS
14416,100,1059TE,1059TE,2328,ELK
14417,"92,59",1059TG,1059TG,1863,ELK
14418,100,1059TG,1059TG,1094,GAS
14419,100,1059TH,1059TH,962,GAS
14420,100,1059TH,1059TH,1784,ELK
14421,100,1059TJ,1059TJ,1885,ELK
14422,100,1059TJ,1059TJ,872,GAS
14423,100,1059TK,1059TK,1085,GAS
14424,100,1059TK,1059TK,2124,ELK
14425,100,1059TL,1059TL,1645,ELK
14426,100,1059TL,1059TL,817,GAS
14427,100,1059TM,1059TM,2108,ELK
14428,100,1059TM,1059TM,1062,GAS
14429,100,1059TN,1059TN,2279,ELK
14430,100,1059TN,1059TN,1113,GAS
14431,100,1059TP,1059TP,1126,GAS
14432,100,1059TP,1059TP,1955,ELK
14433,100,1059TR,1059TR,1755,ELK
14434,100,1059TR,1059TR,1026,GAS
14435,100,1059TS,1059TS,983,GAS
14436,100,1059TS,1059TS,2379,ELK
14437,100,1059TT,1059TT,1960,ELK
14438,100,1059TT,1059TT,1222,GAS
14439,100,1059TV,1059TV,1131,GAS
14440,100,1059TV,1059TV,2013,ELK
14441,100,1059TW,1059TW,1090,GAS
14442,100,1059TW,1059TW,1793,ELK
14443,100,1059VM,1059VD,4260,ELK
14444,100,1059VN,1059VD,1958,GAS
14445,100,1059VN,1059VN,2759,ELK
14446,100,1059VP,1059VP,1118,GAS
14447,100,1059VP,1059VP,2214,ELK
14448,100,1059VR,1059VR,2033,ELK
14449,100,1059VR,1059VR,1164,GAS
14450,100,1059VS,1059VS,1852,ELK
14451,100,1059VS,1059VS,937,GAS
14452,100,1059VT,1059VT,1607,ELK
14453,100,1059VT,1059VT,1016,GAS
14454,100,1059VV,1059VV,2001,ELK
14455,100,1059VV,1059VV,1068,GAS
14456,100,1059VW,1059VW,1037,GAS
14457,100,1059VW,1059VW,2501,ELK
14458,100,1059VX,1059VX,3010,GAS
14459,"95,24",1059VX,1059VX,5602,ELK
14460,100,1059VZ,1059VZ,1048,GAS
14461,100,1059VZ,1059VZ,1806,ELK
14462,100,1059WB,1059WB,2794,ELK
14463,100,1059WB,1059WB,651,GAS
14464,100,1059WC,1059WC,722,GAS
14465,100,1059WC,1059WC,2779,ELK
14466,100,1059WD,1059WD,739,GAS
14467,100,1059WD,1059WD,2590,ELK
14468,100,1059WE,1059WE,785,GAS
14469,100,1059WE,1059WE,3278,ELK
14470,100,1059XA,1059XA,3038,ELK
14471,100,1059XA,1059XA,1350,GAS
14472,100,1059XB,1059XB,983,GAS
14473,100,1059XB,1059XB,1803,ELK
14474,100,1059XC,1059XC,1825,ELK
14475,100,1059XC,1059XC,886,GAS
14476,100,1059XD,1059XD,1376,ELK
14477,100,1059XD,1059XD,946,GAS
14478,100,1059XE,1059XE,1047,GAS
14479,100,1059XE,1059XE,1677,ELK
14480,100,1059XG,1059XG,1761,ELK
14481,100,1059XG,1059XG,1045,GAS
14482,100,1059XH,1059XH,1049,GAS
14483,100,1059XH,1059XH,1938,ELK
14484,100,1059XJ,1059XJ,1816,ELK
14485,100,1059XJ,1059XJ,1001,GAS
14486,100,1059XK,1059XK,896,GAS
14487,100,1059XK,1059XK,1592,ELK
14488,100,1059XL,1059XL,888,GAS
14489,100,1059XL,1059XL,1653,ELK
14490,100,1059XM,1059XM,1470,ELK
14491,100,1059XM,1059XM,968,GAS
14492,100,1059XN,1059XN,1799,ELK
14493,100,1059XN,1059XN,926,GAS
14494,100,1059XP,1059XP,2126,ELK
14495,100,1059XP,1059XP,940,GAS
14496,100,1059XR,1059XR,1139,GAS
14497,90,1059XR,1059XR,2244,ELK
14498,100,1059XS,1059XS,1600,ELK
14499,100,1059XS,1059XS,865,GAS
14500,100,1059XT,1059XT,1672,ELK
14501,100,1059XT,1059XT,908,GAS
14502,100,1059XV,1059XV,1899,ELK
14503,100,1059XV,1059XV,1015,GAS
14504,100,1059XW,1059XW,1317,ELK
14505,100,1059XW,1059XW,958,GAS
14506,100,1059XX,1059XX,900,GAS
14507,100,1059XX,1059XX,1687,ELK
14508,100,1059XZ,1059XZ,1462,ELK
14509,100,1059XZ,1059XZ,1013,GAS
14510,100,1060LG,1060LG,10133,ELK
14511,100,1060LP,1060LG,12146,GAS
14512,"95,24",1060LP,1060LH,8919,ELK
14513,100,1060LR,1060LR,2764,GAS
14514,"76,92",1060LR,1060LR,4794,ELK
14515,100,1060LS,1060LS,1199,GAS
14516,100,1060LS,1060LS,4055,ELK
14517,100,1060LV,1060LT,1280,GAS
14518,100,1060LV,1060LT,4075,ELK
14519,"63,16",1060LW,1060LW,4196,ELK
14520,100,1060LW,1060LW,2686,GAS
14521,100,1060LX,1060LX,1362,GAS
14522,"92,31",1060LX,1060LX,4147,ELK
14523,100,1060LZ,1060LZ,1503,GAS
14524,"88,46",1060LZ,1060LZ,5312,ELK
14525,100,1060MB,1060MB,2765,ELK
14526,100,1060MB,1060MB,1339,GAS
14527,100,1060MC,1060MC,1164,GAS
14528,100,1060MC,1060MC,3384,ELK
14529,100,1060MD,1060MD,3141,ELK
14530,100,1060MD,1060MD,1262,GAS
14531,100,1060ME,1060ME,1236,GAS
14532,100,1060ME,1060ME,3520,ELK
14533,"95,24",1060MG,1060MG,4642,ELK
14534,100,1060MG,1060MG,1483,GAS
14535,"89,66",1060MJ,1060MH,3488,ELK
14536,100,1060MJ,1060MH,1237,GAS
14537,"92,31",1060MK,1060MK,3175,ELK
14538,100,1060MK,1060MK,2145,GAS
14539,100,1060ML,1060ML,1768,GAS
14540,100,1060ML,1060ML,4702,ELK
14541,100,1060MN,1060MN,4592,ELK
14542,100,1060MN,1060MN,1456,GAS
14543,"91,67",1060MR,1060MP,3427,ELK
14544,100,1060MR,1060MP,1333,GAS
14545,"95,45",1060MT,1060MS,3516,ELK
14546,100,1060MT,1060MS,1077,GAS
14547,100,1060MV,1060MV,3363,ELK
14548,100,1060MV,1060MV,993,GAS
14549,100,1060MX,1060MX,1140,GAS
14550,100,1060MX,1060MX,3539,ELK
14551,100,1060NB,1060MZ,2977,ELK
14552,100,1060NB,1060MZ,142,GAS
14553,100,1060NJ,1060NC,134,GAS
14554,100,1060NJ,1060NC,2228,ELK
14555,100,1060NK,1060NK,2077,ELK
14556,100,1060NK,1060NK,348,GAS
14557,100,1060NL,1060NL,1169,GAS
14558,95,1060NL,1060NL,3598,ELK
14559,100,1060NM,1060NM,4543,ELK
14560,100,1060NM,1060NM,1342,GAS
14561,"96,97",1060NN,1060NN,2823,ELK
14562,100,1060NN,1060NN,1228,GAS
14563,100,1060NP,1060NP,1665,GAS
14564,"91,49",1060NP,1060NP,5071,ELK
14565,100,1060NR,1060NR,3685,ELK
14566,100,1060NR,1060NR,1103,GAS
14567,100,1060NS,1060NS,4103,ELK
14568,100,1060NS,1060NS,1129,GAS
14569,100,1060NT,1060NT,1570,GAS
14570,"93,62",1060NT,1060NT,5028,ELK
14571,"93,75",1060NV,1060NV,3489,ELK
14572,100,1060NV,1060NV,1177,GAS
14573,100,1060NW,1060NW,2424,ELK
14574,100,1060NW,1060NW,776,GAS
14575,"94,94",1060NX,1060NX,3620,ELK
14576,100,1060NX,1060NX,1086,GAS
14577,100,1060NZ,1060NZ,1104,GAS
14578,100,1060NZ,1060NZ,3199,ELK
14579,100,1060PA,1060PA,1028,GAS
14580,"89,47",1060PA,1060PA,3357,ELK
14581,"94,74",1060PB,1060PB,3054,ELK
14582,100,1060PB,1060PB,1053,GAS
14583,100,1060PC,1060PC,1234,GAS
14584,100,1060PC,1060PC,3349,ELK
14585,100,1060PD,1060PD,978,GAS
14586,100,1060PD,1060PD,2844,ELK
14587,"86,36",1060PE,1060PE,6843,ELK
14588,100,1060PE,1060PE,1681,GAS
14589,100,1060PG,1060PG,1067,GAS
14590,100,1060PG,1060PG,3431,ELK
14591,100,1060PH,1060PH,1186,GAS
14592,"92,31",1060PH,1060PH,3894,ELK
14593,100,1060PJ,1060PJ,2990,ELK
14594,"98,1",1060PK,1060PK,3935,ELK
14595,100,1060PK,1060PK,1404,GAS
14596,"98,15",1060PL,1060PL,3879,ELK
14597,100,1060PL,1060PL,1181,GAS
14598,"96,49",1060PP,1060PM,3770,ELK
14599,100,1060PP,1060PM,1375,GAS
14600,100,1060PR,1060PR,1363,GAS
14601,"94,12",1060PR,1060PR,3740,ELK
14602,"91,67",1060PW,1060PS,4591,ELK
14603,100,1060PW,1060PS,1637,GAS
14604,100,1060PX,1060PX,1233,GAS
14605,"83,33",1060PX,1060PX,3315,ELK
14606,90,1060RB,1060PZ,2811,ELK
14607,100,1060RB,1060PZ,1156,GAS
14608,100,1060RC,1060RC,1535,GAS
14609,"91,3",1060RC,1060RC,4374,ELK
14610,100,1060RD,1060RD,1459,GAS
14611,"89,29",1060RD,1060RD,3907,ELK
14612,100,1060RE,1060RE,2910,ELK
14613,100,1060RG,1060RG,2801,ELK
14614,100,1060RH,1060RH,3397,ELK
14615,100,1060RH,1060RH,1163,GAS
14616,100,1060RJ,1060RJ,1423,GAS
14617,100,1060RJ,1060RJ,4426,ELK
14618,"99,28",1060RL,1060RK,3026,ELK
14619,100,1060RL,1060RK,966,GAS
14620,100,1060RM,1060RM,1602,GAS
14621,"91,89",1060RM,1060RM,4705,ELK
14622,100,1060RN,1060RN,2433,ELK
14623,"95,65",1060RP,1060RP,2701,ELK
14624,100,1060RP,1060RP,1035,GAS
14625,100,1060RR,1060RR,1086,GAS
14626,100,1060RR,1060RR,3108,ELK
14627,100,1060RS,1060RS,1418,GAS
14628,"88,64",1060RS,1060RS,4061,ELK
14629,100,1060RT,1060RT,1135,GAS
14630,100,1060RT,1060RT,3254,ELK
14631,100,1060RV,1060RV,926,GAS
14632,"95,12",1060RV,1060RV,2920,ELK
14633,100,1060RW,1060RW,1408,GAS
14634,"63,16",1060RW,1060RW,3534,ELK
14635,100,1060RX,1060RX,1480,GAS
14636,"98,25",1060RX,1060RX,4516,ELK
14637,100,1060RZ,1060RZ,1333,GAS
14638,"91,53",1060RZ,1060RZ,3753,ELK
14639,100,1060SB,1060SB,1045,GAS
14640,100,1060SB,1060SB,2212,ELK
14641,100,1060SC,1060SC,1147,GAS
14642,"91,38",1060SC,1060SC,3561,ELK
14643,100,1060SE,1060SE,1308,GAS
14644,"96,88",1060SE,1060SE,3185,ELK
14645,100,1060SG,1060SG,1343,GAS
14646,100,1060SG,1060SG,3366,ELK
14647,100,1060SH,1060SH,1087,GAS
14648,100,1060SH,1060SH,2503,ELK
14649,100,1060SJ,1060SJ,1135,GAS
14650,100,1060SJ,1060SJ,2893,ELK
14651,100,1060SK,1060SK,1353,GAS
14652,"84,62",1060SK,1060SK,3967,ELK
14653,100,1060SL,1060SL,1060,GAS
14654,100,1060SL,1060SL,2837,ELK
14655,100,1060SM,1060SM,1346,GAS
14656,"93,33",1060SM,1060SM,4183,ELK
14657,100,1060SN,1060SN,3291,ELK
14658,100,1060SP,1060SN,1306,GAS
14659,"81,82",1060SP,1060SP,2656,ELK
14660,75,1060SR,1060SR,3277,ELK
14661,100,1060SR,1060SR,1168,GAS
14662,100,1060ST,1060ST,4381,ELK
14663,100,1060ST,1060ST,1564,GAS
14664,100,1060SV,1060SV,1411,GAS
14665,50,1060SV,1060SV,3066,ELK
14666,100,1060SW,1060SW,1288,GAS
14667,"87,5",1060SW,1060SW,4321,ELK
14668,100,1060TA,1060SX,7479,ELK
14669,100,1060TA,1060SX,1270,GAS
14670,100,1060TB,1060TB,1075,GAS
14671,100,1060TB,1060TB,5333,ELK
14672,100,1060TC,1060TC,1128,GAS
14673,100,1060TC,1060TC,4366,ELK
14674,100,1060TD,1060TD,1221,GAS
14675,100,1060TD,1060TD,3340,ELK
14676,100,1060TE,1060TE,1099,GAS
14677,100,1060TE,1060TE,3196,ELK
14678,100,1060TG,1060TG,3562,ELK
14679,100,1060TG,1060TG,1004,GAS
14680,100,1060TH,1060TH,4236,ELK
14681,100,1060TH,1060TH,1228,GAS
14682,100,1060TK,1060TJ,2436,GAS
14683,"85,71",1060TK,1060TJ,3706,ELK
14684,100,1060TL,1060TL,1387,GAS
14685,100,1060TL,1060TL,4675,ELK
14686,"96,55",1060TN,1060TM,3269,ELK
14687,100,1060TN,1060TM,779,GAS
14688,100,1060TP,1060TP,1575,GAS
14689,"73,08",1060TP,1060TP,4680,ELK
14690,100,1060TR,1060TR,1472,GAS
14691,76,1060TR,1060TR,4795,ELK
14692,100,1060TS,1060TS,3675,ELK
14693,100,1060TT,1060TT,3942,ELK
14694,100,1060TV,1060TV,3014,ELK
14695,100,1060TW,1060TW,4001,ELK
14696,100,1060TX,1060TX,2933,ELK
14697,100,1061AC,1060TZ,2033,GAS
14698,100,1060TZ,1060TZ,25487,ELK
14699,100,1061AA,1061AA,21473,ELK
14700,100,1061AB,1061AB,2200,ELK
14701,100,1061AC,1061AC,9216,ELK
14702,100,1061AD,1061AD,2912,GAS
14703,100,1061AD,1061AD,6637,ELK
14704,100,1061AH,1061AE,1633,GAS
14705,100,1061AE,1061AE,4807,ELK
14706,"92,11",1061AH,1061AG,2371,ELK
14707,"89,47",1061AJ,1061AJ,1965,ELK
14708,100,1061AJ,1061AJ,1424,GAS
14709,100,1061AK,1061AK,1214,GAS
14710,90,1061AK,1061AK,2266,ELK
14711,100,1061AL,1061AL,1169,GAS
14712,100,1061AL,1061AL,6377,ELK
14713,100,1061AM,1061AM,1745,ELK
14714,100,1061AM,1061AM,1021,GAS
14715,100,1061AN,1061AN,2254,GAS
14716,100,1061AN,1061AN,2045,ELK
14717,100,1061AP,1061AP,1386,GAS
14718,"82,61",1061AP,1061AP,2872,ELK
14719,100,1061AR,1061AR,1012,GAS
14720,100,1061AR,1061AR,1807,ELK
14721,100,1061AS,1061AS,1350,GAS
14722,"93,18",1061AS,1061AS,1864,ELK
14723,"93,18",1061AT,1061AT,1916,ELK
14724,100,1061AT,1061AT,1411,GAS
14725,100,1061AV,1061AV,2448,ELK
14726,100,1061AV,1061AV,1081,GAS
14727,100,1061AW,1061AW,2407,ELK
14728,100,1061AW,1061AW,1148,GAS
14729,"98,29",1061AX,1061AX,3975,ELK
14730,100,1061BB,1061AX,1044,GAS
14731,100,1061AZ,1061AZ,19633,ELK
14732,100,1061BA,1061BA,2181,ELK
14733,100,1061BB,1061BB,1869,ELK
14734,100,1061BC,1061BC,1150,GAS
14735,100,1061BC,1061BC,1963,ELK
14736,100,1061BD,1061BD,1233,GAS
14737,100,1061BD,1061BD,3256,ELK
14738,100,1061BE,1061BE,866,GAS
14739,100,1061BE,1061BE,3211,ELK
14740,100,1061BG,1061BG,3514,ELK
14741,100,1061BG,1061BG,1224,GAS
14742,100,1061BH,1061BH,2076,ELK
14743,100,1061BH,1061BH,875,GAS
14744,100,1061BJ,1061BJ,923,GAS
14745,100,1061BJ,1061BJ,4021,ELK
14746,100,1061BK,1061BK,1167,GAS
14747,100,1061BK,1061BK,2499,ELK
14748,100,1061BL,1061BL,3195,ELK
14749,100,1061BM,1061BM,1101,GAS
14750,100,1061BM,1061BM,2075,ELK
14751,100,1061BT,1061BT,1050,GAS
14752,100,1061BT,1061BT,1737,ELK
14753,100,1061BV,1061BV,977,GAS
14754,100,1061BV,1061BV,1954,ELK
14755,100,1061BW,1061BW,1852,ELK
14756,100,1061BW,1061BW,1050,GAS
14757,100,1061BX,1061BX,922,GAS
14758,100,1061BX,1061BX,1760,ELK
14759,100,1061BZ,1061BZ,1747,ELK
14760,100,1061BZ,1061BZ,1085,GAS
14761,100,1061CA,1061CA,1765,ELK
14762,100,1061CA,1061CA,923,GAS
14763,100,1061CB,1061CB,1574,ELK
14764,100,1061CB,1061CB,871,GAS
14765,100,1061CC,1061CC,1210,GAS
14766,100,1061CC,1061CC,1738,ELK
14767,100,1061CE,1061CD,1104,GAS
14768,100,1061CD,1061CD,1595,ELK
14769,100,1061CE,1061CE,4140,ELK
14770,100,1061CG,1061CG,881,GAS
14771,100,1061CG,1061CG,1409,ELK
14772,100,1061CH,1061CH,987,GAS
14773,100,1061CH,1061CH,1563,ELK
14774,100,1061CJ,1061CJ,954,GAS
14775,100,1061CJ,1061CJ,2096,ELK
14776,100,1061CK,1061CK,988,GAS
14777,100,1061CK,1061CK,3300,ELK
14778,100,1061CL,1061CL,2657,ELK
14779,100,1061CL,1061CL,925,GAS
14780,100,1061CM,1061CM,1042,GAS
14781,100,1061CM,1061CM,3665,ELK
14782,100,1061CN,1061CN,4237,ELK
14783,100,1061CN,1061CN,1008,GAS
14784,100,1061CP,1061CP,1029,GAS
14785,100,1061CP,1061CP,2473,ELK
14786,100,1061CR,1061CR,832,GAS
14787,100,1061CR,1061CR,3360,ELK
14788,100,1061CS,1061CS,1197,GAS
14789,100,1061CS,1061CS,2456,ELK
14790,100,1061CT,1061CT,1767,ELK
14791,100,1061CV,1061CV,1449,ELK
14792,100,1061CX,1061CW,2858,ELK
14793,100,1061CX,1061CW,1643,GAS
14794,100,1061CZ,1061CZ,1452,ELK
14795,100,1061CZ,1061CZ,947,GAS
14796,100,1061DA,1061DA,4212,ELK
14797,100,1061DA,1061DA,1455,GAS
14798,100,1061DB,1061DB,1374,ELK
14799,100,1061DB,1061DB,1134,GAS
14800,"63,33",1061DC,1061DC,2090,ELK
14801,100,1061DC,1061DC,839,GAS
14802,100,1061DD,1061DD,770,GAS
14803,"57,14",1061DD,1061DD,1729,ELK
14804,"54,55",1061DE,1061DE,1831,ELK
14805,100,1061DG,1061DE,1069,GAS
14806,"34,78",1061DG,1061DG,2420,ELK
14807,100,1061DH,1061DH,7584,ELK
14808,100,1061DH,1061DH,3898,GAS
14809,100,1061DJ,1061DJ,1202,GAS
14810,100,1061DJ,1061DJ,3743,ELK
14811,100,1061DK,1061DK,901,GAS
14812,100,1061DK,1061DK,4835,ELK
14813,100,1061DL,1061DL,1677,ELK
14814,100,1061DL,1061DL,932,GAS
14815,100,1061DM,1061DM,2494,ELK
14816,100,1061DM,1061DM,808,GAS
14817,100,1061DP,1061DN,7832,ELK
14818,100,1061DP,1061DP,1729,GAS
14819,100,1061DR,1061DR,2158,ELK
14820,100,1061DR,1061DR,1060,GAS
14821,100,1061DS,1061DS,2336,ELK
14822,100,1061DS,1061DS,1173,GAS
14823,100,1061DT,1061DT,1049,GAS
14824,100,1061DT,1061DT,2062,ELK
14825,100,1061DV,1061DV,979,GAS
14826,100,1061DV,1061DV,1746,ELK
14827,100,1061DW,1061DW,1934,ELK
14828,100,1061DW,1061DW,1047,GAS
14829,100,1061DX,1061DX,2138,ELK
14830,100,1061DX,1061DX,1102,GAS
14831,100,1061DZ,1061DZ,761,GAS
14832,100,1061DZ,1061DZ,3497,ELK
14833,100,1061EA,1061EA,1991,ELK
14834,100,1061EA,1061EA,843,GAS
14835,100,1061EB,1061EB,825,GAS
14836,100,1061EB,1061EB,2094,ELK
14837,100,1061EC,1061EC,1081,GAS
14838,100,1061EC,1061EC,2166,ELK
14839,100,1061ED,1061ED,999,GAS
14840,100,1061ED,1061ED,1600,ELK
14841,100,1061EE,1061EE,944,GAS
14842,100,1061EE,1061EE,1680,ELK
14843,100,1061EG,1061EG,1017,GAS
14844,100,1061EG,1061EG,1489,ELK
