ZAAKNUMMER,ZAAKNAAM,ADRES,ZAAK_CATEGORIE,ZAAK_SPECIFICATIE,BEGINDATUM,EINDDATUM,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,O_TIJDEN_TERRAS_ZO_DO_VAN,O_TIJDEN_TERRAS_ZO_DO_TOT,O_TIJDEN_TERRAS_VR_ZA_VAN,O_TIJDEN_TERRAS_VR_ZA_TOT,VERLENGING_SLUITINGSTIJD_1,VERLENGING_SLUITINGSTIJD_2,VERLENGING_SLUITINGSTIJD_3,VERLENGING_SLUITINGSTIJD_4,VERLENGING_SLUITINGSTIJD_5,VERLENGING_SLUITINGSTIJD_6,VERLENGING_SLUITINGSTIJD_7,VERLENGING_SLUITINGSTIJD_8,VERLENGING_SLUITINGSTIJD_9,VERLENGING_SLUITINGSTIJD_10,ONTHEFFING_GELUIDSVOORSCHR_1,ONTHEFFING_GELUIDSVOORSCHR_2,ONTHEFFING_GELUIDSVOORSCHR_3,ONTHEFFING_GELUIDSVOORSCHR_4,ONTHEFFING_GELUIDSVOORSCHR_5,LOCATIE_WKT,TERRASGEOMETRIE_WKT,STADSDEEL,STATUS_VERGUNNING
10163,The Mexican II,Damstraat 10,Restaurant,Specificatie n.v.t.,2016-09-01 00:00:00.0,2019-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.8943952434803 52.3722471905554),"POLYGON ((4.89439716971861 52.3722840089627, 4.89439046478939 52.3722760132719, 4.89442573630501 52.3722649329181, 4.89443244123892 52.372272928607, 4.89439716971861 52.3722840089627))",Centrum,Verleend
12949,La Stego,Damstraat 12,Restaurant,Specificatie n.v.t.,2016-07-01 00:00:00.0,2021-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89443929361442 52.3722473736483),"POLYGON ((4.89448213993828 52.3722576193504, 4.89444934946833 52.372267720384, 4.89444274816156 52.372259692458, 4.89447553862707 52.3722495914262, 4.89448213993828 52.3722576193504))",Centrum,Verleend
2036,Dragon City,Damstraat 18,Restaurant,Specificatie n.v.t.,2015-08-01 00:00:00.0,2018-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89463107456711 52.3721672825444),"MULTIPOLYGON (((4.89464613394024 52.3721930914164, 4.89465356288093 52.3722013618632, 4.8946342620012 52.3722078566889, 4.89462719738637 52.3721999918328, 4.89463158004737 52.3721984984424, 4.89463121724913 52.3721981104699, 4.89464613394024 52.3721930914164)), ((4.89467995352017 52.3721822252096, 4.89468702776758 52.372190100779, 4.89466772689761 52.37219659561, 4.89466029859369 52.372188325875, 4.89467522800389 52.3721833020609, 4.89467560528643 52.3721837080684, 4.89467995352017 52.3721822252096)))",Centrum,Verleend
14152,Asiadam,Damstraat 1A,Restaurant,Specificatie n.v.t.,2016-05-01 00:00:00.0,2019-05-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89423123254284 52.372471197715),,Centrum,Verleend
2035,Carne Argentina V.O.F.,Damstraat 21,Restaurant,Specificatie n.v.t.,2015-05-01 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89535125554262 52.3721073595517),"POLYGON ((4.89533844809529 52.3720703047933, 4.89534530782403 52.3720782511315, 4.89531544729657 52.372087907908, 4.89530858757169 52.3720799615681, 4.89533844809529 52.3720703047933))",Centrum,Verleend
6964,Wok To Go,Damstraat 22,Fastfood,Fastfood restaurant,2014-12-01 00:00:00.0,2019-12-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89480777296657 52.3721230787338),"POLYGON ((4.89480768539636 52.372140174015, 4.89481460957296 52.3721480993888, 4.89480032993864 52.3721527730694, 4.89478974824933 52.3721562364222, 4.89478282407591 52.3721483110471, 4.89480768539636 52.372140174015))",Centrum,Verleend
12231,New York Pizza Damstraat B.V.,Damstraat 24A,Fastfood,Fastfood restaurant,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,03:00,07:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.89492563811166 52.3720876179486),,Centrum,Verleend
9627,S.R. Horeca B.V.,Damstraat 26-H,Restaurant,Specificatie n.v.t.,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89496998689473 52.3720608394032),"MULTIPOLYGON (((4.89500723948553 52.3720768031826, 4.89505281095907 52.3720622615031, 4.89505959907445 52.3720702308462, 4.89501402759495 52.3720847725282, 4.89500723948553 52.3720768031826)), ((4.8949542736522 52.3720927608918, 4.89497996315768 52.3720850210829, 4.89498644798531 52.3720930844879, 4.89496075847629 52.3721008242982, 4.8949542736522 52.3720927608918)))",Centrum,Verleend
2043,"Pizzeria-Hotel ""Doria"" Exploitatie B.V.",Damstraat 3,Restaurant,Specificatie n.v.t.,2016-03-01 00:00:00.0,2021-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.8944817485388 52.3723913510605),"POLYGON ((4.89433285307935 52.372417694851, 4.89432505157991 52.3724100809161, 4.89443701007506 52.3723671059775, 4.89444481158619 52.3723747199051, 4.89433285307935 52.372417694851))",Centrum,Verleend
9907,Argentinos,Damstraat 34,Restaurant,Specificatie n.v.t.,2015-03-01 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89522049925404 52.371980991176),"POLYGON ((4.8952534532695 52.3719984609293, 4.89526021942182 52.3720064372634, 4.89521721439739 52.3720201036512, 4.89521687097183 52.3720196988008, 4.89521044825072 52.3720121273147, 4.8952534532695 52.3719984609293))",Centrum,Verleend
9572,Meat & Drink,Damstraat 36,Restaurant,Specificatie n.v.t.,2016-02-01 00:00:00.0,2021-02-01 00:00:00.0,09:00,03:00,09:00,04:00,09:00,01:00,09:00,02:00,,,,,,,,,,,,,,,,POINT (4.89527943149758 52.3719632605921),"MULTIPOLYGON (((4.89489228620183 52.3722145958109, 4.89489914633232 52.372222542026, 4.89479528484106 52.3722561326378, 4.89479397794219 52.372254618829, 4.894788424724 52.3722481864168, 4.89479892536965 52.3722447903321, 4.89489228620183 52.3722145958109)), ((4.89497505252434 52.3721878280136, 4.89498191266552 52.3721957742239, 4.89490726232439 52.3722199175378, 4.89490612539589 52.3722186006131, 4.89490040219287 52.3722119713232, 4.89490766408918 52.3722096226937, 4.89497505252434 52.3721878280136)))",Centrum,Verleend
6934,Dam Steak House,Damstraat 38,Restaurant,Specificatie n.v.t.,2016-10-01 00:00:00.0,2021-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89532368041418 52.3719454690609),"POLYGON ((4.89533210346528 52.3719727879909, 4.89535943982673 52.3719636734253, 4.89536646410522 52.3719715657214, 4.89533912774035 52.3719806802886, 4.89533210346528 52.3719727879909))",Centrum,Verleend
11536,De Dam,Damstraat 4,Café,Café,2015-01-01 00:00:00.0,2020-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89423322757125 52.3722914548039),"POLYGON ((4.89426068655055 52.3723192596494, 4.89426769142909 52.3723271584199, 4.89424676308858 52.3723341113182, 4.89423800948223 52.372337019475, 4.89423100460743 52.3723291207028, 4.89423745097845 52.3723269790648, 4.89426068655055 52.3723192596494))",Centrum,Verleend
11932,The Middle East,Damstraat 40,Alcoholvrij,Onbekend,2015-07-01 00:00:00.0,2020-07-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.8953679292954 52.3719276775132),"POLYGON ((4.89540198402835 52.3719599938384, 4.89536957970257 52.371970551138, 4.89536268025973 52.371962617696, 4.89539508458136 52.3719520603983, 4.89540198402835 52.3719599938384))",Centrum,Verleend
11407,Pasta Plaza,Damstraat 42,Alcoholvrij,Onbekend,2015-12-01 00:00:00.0,2018-12-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89541207862971 52.3719188730967),"POLYGON ((4.89542192671133 52.3719443090432, 4.89545314248838 52.3719341065785, 4.89546005903642 52.3719420344374, 4.89542884325538 52.3719522369039, 4.89542192671133 52.3719443090432))",Centrum,Verleend
12232,Wok to Walk,Damstraat 44,Alcoholvrij,Onbekend,2016-11-01 00:00:00.0,2019-11-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89545632744916 52.3719010815158),"MULTIPOLYGON (((4.89600802350599 52.3755545571293, 4.89603059971561 52.3755732899744, 4.89598923698327 52.3755919616051, 4.89596666078158 52.3755732287522, 4.89600802350599 52.3755545571293)), ((4.8959856216501 52.3755359689344, 4.89599712766011 52.3755455161787, 4.89595576493957 52.3755641877979, 4.89594425893507 52.375554640549, 4.8959856216501 52.3755359689344)))",Centrum,Verleend
7904,Cau Restaurant,Damstraat 5,Restaurant,Specificatie n.v.t.,2014-02-01 00:00:00.0,2019-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89461439774322 52.3723469644644),"MULTIPOLYGON (((4.89451590456132 52.3723474455379, 4.89450886684594 52.3723395437921, 4.89456043862817 52.3723223365621, 4.89456747635002 52.3723302383049, 4.89451590456132 52.3723474455379)), ((4.89464329217183 52.3723049418416, 4.89459172211561 52.3723221485496, 4.89458468439042 52.3723142468081, 4.89463625444019 52.372297040103, 4.89464329217183 52.3723049418416)))",Centrum,Verleend
6751,Chipsy King,Damstraat 8,Fastfood,Snackbar,2016-02-01 00:00:00.0,2021-02-01 00:00:00.0,07:00,03:00,07:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.89433631050881 52.372264920698),,Centrum,Verleend
2038,"Pizzeria ""Amsterdam"" B.V.",Damstraat 9,Alcoholvrij,Lunchroom,2014-06-01 00:00:00.0,2019-06-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.89485012934129 52.3722760431666),"MULTIPOLYGON (((4.89489228620183 52.3722145958109, 4.89489914633232 52.372222542026, 4.89479528484106 52.3722561326378, 4.89479328741499 52.3722538189766, 4.894788424724 52.3722481864168, 4.89479822326431 52.3722450174048, 4.89489228620183 52.3722145958109)), ((4.89497505252434 52.3721878280136, 4.89498191266552 52.3721957742239, 4.89490726232439 52.3722199175378, 4.89490427228621 52.3722164541228, 4.89490040219287 52.3722119713232, 4.89491036005938 52.3722087507676, 4.89497505252434 52.3721878280136)))",Centrum,Verleend
14346,Jumpsquare Amsterdam B.V.,Daniël Goedkoopstraat 1,Additionele horeca,Onbekend,2017-04-01 00:00:00.0,2020-04-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.91971020247923 52.3360039101282),,Oost,Verleend
11855,FEBO Daniël Goedkoopstraat,Daniël Goedkoopstraat 13B,Alcoholvrij,Onbekend,2016-08-01 00:00:00.0,2021-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.92221619488442 52.3348813299403),,Oost,Verleend
13244,"Nessst, eten etcetera",Daniël Goedkoopstraat 34,Restaurant,Specificatie n.v.t.,2015-08-01 00:00:00.0,2018-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.92141220338545 52.334599555351),,Oost,Verleend
14831,Restaurant Zaza¿s,Daniël Stalpertstraat 103-H,Restaurant,Specificatie n.v.t.,2017-09-22 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.89213660533603 52.3561949494734),"POLYGON ((4.89210299178598 52.3561667646915, 4.89210182336915 52.3561587077399, 4.89217054149515 52.3561549717115, 4.89217170992435 52.3561630286625, 4.89210299178598 52.3561667646915))",Zuid,Verleend
9211,Café Life,Daniël Stalpertstraat 105-H,Café,Café,2015-03-24 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.89222477389139 52.3561863301),,Zuid,Verleend
13327,Kleincafe,Daniël Stalpertstraat 36-H,Café,Café,2015-07-15 00:00:00.0,2018-10-01 00:00:00.0,12:00,01:00,12:00,03:00,12:00,00:00,12:00,00:00,,,,,,,,,,,,,,,,POINT (4.88852559879893 52.35619778743),,Zuid,Verleend
14250,The Avocado Show,Daniël Stalpertstraat 61-H,Café,Café,2016-11-30 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.88986009618034 52.3563112456151),,Zuid,Verleend
11616,Gollem Proeflokaal,Daniël Stalpertstraat 74-H,Restaurant,Specificatie n.v.t.,2016-09-13 00:00:00.0,2021-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.890875596103 52.3560728370463),"POLYGON ((4.89091653799554 52.3560975446271, 4.89091725396635 52.356102016888, 4.89088219387349 52.3561041211065, 4.89088147790618 52.3560996488455, 4.89091653799554 52.3560975446271))",Zuid,Verleend
6876,Coffeeshop Super Skunk,Daniël Stalpertstraat 78-H,Coffeeshop,Specificatie n.v.t.,2016-08-25 00:00:00.0,2019-11-01 00:00:00.0,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.89103715480238 52.3560645258459),,Zuid,Verleend
11781,Ten Zuiden Van Oresti's taverna,Daniël Stalpertstraat 93-H,Restaurant,Specificatie n.v.t.,2016-07-04 00:00:00.0,2021-09-01 00:00:00.0,12:00,01:00,12:00,03:00,12:00,00:00,12:00,00:00,,,,,,,,,,,,,,,,POINT (4.89171074077859 52.3562111451762),,Zuid,Verleend
14900,Moxy Hotels Amsterdam Houthavens,Danzigerkade 175,Hotel,Horeca V,2018-01-10 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.87492624475078 52.4013472039519),,West,Verleend
15026,Residence Inn Amsterdam Houthavens,Danzigerkade 177,Hotel,Horeca V,2018-01-18 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87463197032568 52.4013818827132),,West,Verleend
14314,Wilde Kroketten,Danzigerkade 27,Restaurant,Specificatie n.v.t.,2017-02-01 00:00:00.0,2020-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87615673098658 52.4003998362599),,West,Verleend
12211,Boven de Planken B.V.,Danzigerkade 5,Restaurant,Specificatie n.v.t.,2014-09-01 00:00:00.0,2018-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87775294279109 52.3970273995507),,West,Verleend
14774,Leuk,Danzigerkade 8,Restaurant,Specificatie n.v.t.,2017-11-01 00:00:00.0,2020-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87767432642612 52.3974764374433),,West,Verleend
14331,Bar Dumas VOF,Dapperplein 23,Café,Café,2017-03-01 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.92827253630013 52.3621822979951),,Oost,Verleend
4736,Kervan,Dapperplein 25,Restaurant,Specificatie n.v.t.,2018-05-01 00:00:00.0,2021-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.92831713363673 52.3621285452686),,Oost,Verleend
15048,Oaks,Dapperplein 36,Alcoholvrij,Lunchroom,2018-02-01 00:00:00.0,2021-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92730364893764 52.3621785427252),,Oost,Verleend
7017,Tropische Markt Surima,Dapperplein 9,Alcoholvrij,Lunchroom,2016-06-01 00:00:00.0,2019-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.9281527737423 52.3624065233556),,Oost,Verleend
11189,Café Sinbad,Dapperstraat 1,Café,Café,2016-08-01 00:00:00.0,2021-08-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.9262288148974 52.365311026798),,Oost,Verleend
14787,Alex+Pinard,Dapperstraat 10A,Café,Café,2017-12-01 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92592396394075 52.3649773012096),,Oost,Verleend
12899,Boi Boi Thai Food,Dapperstraat 12-H,Restaurant,Specificatie n.v.t.,2018-01-01 00:00:00.0,2023-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92605879883929 52.3647171865946),,Oost,Verleend
13649,LunchcafeKarel,Dapperstraat 147,Café,Eetcafé,2016-03-01 00:00:00.0,2019-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92664780708719 52.364548712898),,Oost,Verleend
1578,Coffeeshop Happy People,Dapperstraat 2,Coffeeshop,Specificatie n.v.t.,2018-05-01 00:00:00.0,2021-05-01 00:00:00.0,07:00,01:00,07:00,01:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92581914311823 52.3651746195709),,Oost,Aangevraagd
7980,Café 't Dappertje,Dapperstraat 24,Café,Café,2016-05-20 00:00:00.0,2019-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,10-02-2018 00:00,,,,,,,,,,,,,,,POINT (4.92616436370925 52.3644479704133),,Oost,Verleend
13759,Bar Beet,Dapperstraat 26,Restaurant,Specificatie n.v.t.,2016-07-01 00:00:00.0,2019-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92634323790305 52.3641880267268),,Oost,Verleend
9431,Snackbar Erno's II,Dapperstraat 299,Fastfood,Snackbar,2016-05-09 00:00:00.0,2021-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92878371614079 52.3610158925069),,Oost,Verleend
9242,Sushi And Saké H.O.D.N.Sushi One,Dapperstraat 34A,Eethuis,Specificatie n.v.t.,2016-02-23 00:00:00.0,2019-02-23 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92674641912341 52.3635335015694),,Oost,Verleend
4349,Oké,Dapperstraat 4-H,Restaurant,Specificatie n.v.t.,2014-12-01 00:00:00.0,2019-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.92583429092952 52.3651297407332),,Oost,Verleend
15134,De Nieuwe Stek,Dapperstraat 92D,Café,Café,2018-03-06 00:00:00.0,2021-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92828441971439 52.3610319355433),,Oost,Verleend
13975,Selam Afrika,Dapperstraat 94-1,Restaurant,Specificatie n.v.t.,2017-07-01 00:00:00.0,2020-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.92832883022401 52.3609961572114),,Oost,Verleend
15082,Theehuis Remana,Davisstraat 34,Alcoholvrij,Koffiehuis,2018-05-01 00:00:00.0,2021-05-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.85583697801462 52.365933139698),,West,Verleend
11865,Doppio Espresso VU,De Boelelaan 1105,Fastfood,Cafetaria,2016-09-02 00:00:00.0,2021-11-01 00:00:00.0,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,POINT (4.86648176422577 52.3345865877233),,Zuid,Verleend
14938,O2 Science Cafe,De Boelelaan 1108,Restaurant,Specificatie n.v.t.,2017-11-27 00:00:00.0,2021-02-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.86096975720657 52.3354430282913),,Zuid,Verleend
10966,Grand Café The Basket Amsterdam,De Boelelaan 1109B,Café,Café,2015-02-20 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.86443449521064 52.3340113503203),"POLYGON ((4.8646880448132 52.3340590247786, 4.86457068112992 52.3340583522075, 4.86457383786601 52.3338516502774, 4.86469120100427 52.3338523228446, 4.8646880448132 52.3340590247786))",Zuid,Verleend
14030,Brasserie Marion,De Boelelaan 1110,Alcoholvrij,Lunchroom,2016-06-15 00:00:00.0,2021-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.85992821072427 52.3354294106014),"MULTIPOLYGON (((4.86006313853368 52.3354352057877, 4.86006410967717 52.3353532875305, 4.86014708964697 52.335353656645, 4.86014693128445 52.3353831085229, 4.86018340482918 52.3353831808708, 4.8600931125807 52.3354352672248, 4.86006313853368 52.3354352057877)), ((4.8600349350043 52.3353872839097, 4.86003399971338 52.3354661734822, 4.85999079870937 52.3354395215912, 4.85999106826196 52.3353870887459, 4.8600349350043 52.3353872839097)))",Zuid,Verleend
7786,We I Netherlands B.V./Holiday Inn A'Dam,De Boelelaan 2,Hotel,Horeca V,2016-12-02 00:00:00.0,2022-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.88839429462457 52.3352021420178),,Zuid,Verleend
10385,Restaurant Cantinetta,De Clercqstraat 105-H,Restaurant,Specificatie n.v.t.,2014-12-01 00:00:00.0,2019-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.86668370350278 52.3699717481548),,West,Verleend
9975,restaurant To Ouzeri,De Clercqstraat 106-H,Restaurant,Specificatie n.v.t.,2016-09-01 00:00:00.0,2019-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.86654861078731 52.370222807278),,West,Verleend
683,Hotel restaurant Larende,De Clercqstraat 115-H,Restaurant,Specificatie n.v.t.,2017-05-01 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.86602446390773 52.3698430258681),,West,Verleend
14805,Jamaica Lounge,De Clercqstraat 117-H,Café,Café,2017-11-01 00:00:00.0,2020-11-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.86593636871846 52.3698426385764),,West,Verleend
9307,Fuoco Vivo B.V.,De Clercqstraat 12-H,Restaurant,Specificatie n.v.t.,2015-07-01 00:00:00.0,2018-07-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87335848194279 52.3717714175468),,West,Verleend
13678,H. Burger,De Clercqstraat 128,Restaurant,Specificatie n.v.t.,2016-08-01 00:00:00.0,2019-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.86590362859483 52.3701300972794),,West,Verleend
684,Thuys,De Clercqstraat 129,Café,Café,2018-01-01 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.86536322213229 52.369885055181),,West,Verleend
686,Twee Klaveren,De Clercqstraat 136,Café,Café,2017-12-02 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.86558061082876 52.3701286765587),,West,Verleend
14463,Burito Mexicaans Restaurant,De Clercqstraat 14-H,Restaurant,Specificatie n.v.t.,2017-06-01 00:00:00.0,2020-06-01 00:00:00.0,14:00,01:00,14:00,03:00,14:00,01:00,14:00,01:00,,,,,,,,,,,,,,,,POINT (4.87328527400005 52.3717531250945),,West,Verleend
13355,MANOTO,De Clercqstraat 18-H,Restaurant,Specificatie n.v.t.,2015-09-10 00:00:00.0,2018-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.87308033369177 52.3716983111383),,West,Verleend
14119,Diyako,De Clercqstraat 2-H,Restaurant,Specificatie n.v.t.,2017-08-01 00:00:00.0,2020-08-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.87375388898882 52.3718630063097),,West,Verleend
11105,Bagels & Beans,De Clercqstraat 22-H,Alcoholvrij,Lunchroom,2015-09-01 00:00:00.0,2020-09-01 00:00:00.0,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,,,,,,,,,,,,,,,,POINT (4.87286050261122 52.3716614073776),,West,Verleend
670,Second Cheech en Chong's,De Clercqstraat 30-H,Coffeeshop,Specificatie n.v.t.,2015-07-01 00:00:00.0,2018-07-01 00:00:00.0,09:00,01:00,09:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.87145446893749 52.3713497218407),,West,Verleend
