ZAAKNUMMER,ZAAKNAAM,ADRES,ZAAK_CATEGORIE,ZAAK_SPECIFICATIE,BEGINDATUM,EINDDATUM,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,O_TIJDEN_TERRAS_ZO_DO_VAN,O_TIJDEN_TERRAS_ZO_DO_TOT,O_TIJDEN_TERRAS_VR_ZA_VAN,O_TIJDEN_TERRAS_VR_ZA_TOT,VERLENGING_SLUITINGSTIJD_1,VERLENGING_SLUITINGSTIJD_2,VERLENGING_SLUITINGSTIJD_3,VERLENGING_SLUITINGSTIJD_4,VERLENGING_SLUITINGSTIJD_5,VERLENGING_SLUITINGSTIJD_6,VERLENGING_SLUITINGSTIJD_7,VERLENGING_SLUITINGSTIJD_8,VERLENGING_SLUITINGSTIJD_9,VERLENGING_SLUITINGSTIJD_10,ONTHEFFING_GELUIDSVOORSCHR_1,ONTHEFFING_GELUIDSVOORSCHR_2,ONTHEFFING_GELUIDSVOORSCHR_3,ONTHEFFING_GELUIDSVOORSCHR_4,ONTHEFFING_GELUIDSVOORSCHR_5,LOCATIE_WKT,TERRASGEOMETRIE_WKT,STADSDEEL,STATUS_VERGUNNING
10142,Café Spargo,Linnaeusstraat 37,Café,Eetcafé,2017-01-01 00:00:00.0,2022-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.92441663000059 52.3616909650577),,Oost,Verleend
13822,KNUS,Linnaeusstraat 63-H,Restaurant,Specificatie n.v.t.,2016-05-01 00:00:00.0,2019-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.92541307806833 52.3604545668022),,Oost,Verleend
10296,Cafe Kuijper,Linnaeusstraat 79-H,Café,Café,2014-06-01 00:00:00.0,2019-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,10-05-2018 03:00,,,,,,,,,,,,,,,POINT (4.92578604026035 52.3598808147395),,Oost,Verleend
10553,Smoke Palace B.V.,Linnaeusstraat 83-H,Coffeeshop,Specificatie n.v.t.,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,01:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.9258903820947 52.3597284321665),,Oost,Verleend
4906,Kwekkeboom,Linnaeusstraat 86,Alcoholvrij,Tearoom,2015-01-01 00:00:00.0,2020-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.9270110933185 52.3564073859459),,Oost,Verleend
14514,The Cottage,Linnaeusstraat 88,Café,Café,2017-03-21 00:00:00.0,2020-06-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.92718955790296 52.3561833892731),,Oost,Verleend
10141,The Manor Hotel Amsterdam,Linnaeusstraat 89,Hotel,Horeca V,2014-05-01 00:00:00.0,2019-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.9262930631695 52.3591188438077),,Oost,Verleend
14474,VOF Febo Linnaeusstraat,Linnaeusstraat 92-H,Fastfood,Snackbar,2017-04-01 00:00:00.0,2020-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.92733764141885 52.356058137823),,Oost,Verleend
13271,Baking Lab,Linnaeusstraat 99-H,Alcoholvrij,Lunchroom,2015-06-29 00:00:00.0,2018-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.92665216228645 52.3584641468087),,Oost,Verleend
10829,Sportcafé de Pijp,Lizzy Ansinghstraat 88,Café,Café,2014-11-07 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.89372010748752 52.3497484520085),,Zuid,Verleend
9891,Stichting Kizilirmak Vakfi,Lodewijk van Deysselstraat 14,Alcoholvrij,Onbekend,2016-08-08 00:00:00.0,2021-08-08 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.8180896799073 52.3773789294793),,Nieuw-West,Verleend
13704,Almadina Snack,Lodewijk van Deysselstraat 29,Fastfood,Snackbar,2016-11-16 00:00:00.0,2019-11-16 00:00:00.0,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,,,,,POINT (4.81716960495416 52.3769790558696),,Nieuw-West,Verleend
242,Watersnip,Lodewijk van Deysselstraat 37,Coffeeshop,Specificatie n.v.t.,2016-05-26 00:00:00.0,2019-06-09 00:00:00.0,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,,,,,POINT (4.81625787711764 52.3770735331765),,Nieuw-West,Verleend
13317,Steakhouse West,Lodewijk van Deysselstraat 57,Restaurant,Specificatie n.v.t.,2015-07-21 00:00:00.0,2018-12-04 00:00:00.0,07:00,02:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.81474337157657 52.3772190206821),,Nieuw-West,Verleend
12024,V.O.F. Café Chaos,Looiersgracht 144,Café,Café,2017-01-01 00:00:00.0,2022-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.87918755077765 52.3679588428225),"MULTIPOLYGON (((4.87923999436208 52.3678758788487, 4.87925321260877 52.3678598282098, 4.87925435810635 52.3678611464872, 4.87925628911581 52.36786305114, 4.8792583971304 52.3678648846506, 4.87926069693478 52.3678666380945, 4.87926317405261 52.3678682934348, 4.87926581380197 52.3678698506084, 4.87926860150097 52.3678713095525, 4.87927153735511 52.3678726522927, 4.87927383972622 52.3678737425893, 4.87936357676424 52.3679025221971, 4.87935267442297 52.3679152597144, 4.87926336659908 52.367886617524, 4.8792628637096 52.3678864562405, 4.87926246155817 52.3678863180466, 4.87926197123826 52.3678861474733, 4.87926114642004 52.367885855674, 4.8792600797195 52.3678854691238, 4.87925904311519 52.3678850833674, 4.87925816487598 52.3678847485851, 4.87925693603044 52.3678842676242, 4.87925557233071 52.3678837163377, 4.87925423911599 52.3678831589935, 4.87925355261287 52.3678828647249, 4.87925286744769 52.3678825659864, 4.87925215725707 52.3678822509252, 4.879251444814 52.3678819292294, 4.87924935311378 52.3678809510984, 4.87924730041977 52.3678799401444, 4.87924493553122 52.3678787085467, 4.87924266306088 52.3678774525906, 4.87923999436208 52.3678758788487)), ((4.87917395255105 52.367935943172, 4.87914994541063 52.3679707120818, 4.8791404786437 52.3679682628627, 4.87916448579019 52.3679334939547, 4.87917395255105 52.367935943172)))",Centrum,Verleend
14907,Festina Lente,Looiersgracht 40B,Café,Café,2017-10-01 00:00:00.0,2020-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,23:00,,,,,,,,,,,,,,,,POINT (4.88139654136714 52.3686693190565),,Centrum,Verleend
1591,Hotel & Restaurant Campanile,Loosdrechtdreef 3,Hotel,Horeca V,2014-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.98582727658274 52.3110899913293),"POLYGON ((4.98572040723922 52.3110966836097, 4.9855924874971 52.3110527474951, 4.98572868670812 52.3109037802208, 4.98585660615751 52.3109477161897, 4.98579335902425 52.3110185054187, 4.98575493985326 52.3110607609503, 4.98572040723922 52.3110966836097))",Zuidoost,Verleend
12920,Gaasper Camping Amsterdam Services B.V.,Loosdrechtdreef 7,Restaurant,Specificatie n.v.t.,2018-01-01 00:00:00.0,2023-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,02-06-2018 04:00,03-06-2018 04:00,04-06-2018 04:00,,,,,,,,,,,,,POINT (4.9914447363764 52.3126008476316),,Zuidoost,Verleend
1012,Prins Willem Alexander Manege,Loosdrechtdreef 9,Additionele horeca,Kantine,2016-01-01 00:00:00.0,2021-01-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,02:00,,,,,,,,,,,,,,,,POINT (4.99323382553951 52.3142515518844),"POLYGON ((4.99364525448151 52.3146632289369, 4.99356655939365 52.3146875195898, 4.99346780201776 52.3145670572387, 4.99354642436634 52.3145428472793, 4.99364525448151 52.3146632289369))",Zuidoost,Verleend
291,Meo's Colosseum,Lootsstraat 5-H,Café,Café,2017-12-01 00:00:00.0,2020-12-01 00:00:00.0,07:00,03:00,07:00,04:00,07:00,23:00,07:00,23:00,,,,,,,,,,,,,,,,POINT (4.86115893037561 52.3640964409358),,West,Verleend
12470,Café Casanova,Lootsstraat 6-H,Café,Café,2017-05-01 00:00:00.0,2020-05-01 00:00:00.0,09:00,03:00,09:00,04:00,,,,,,,,,,,,,,,,,,,,POINT (4.86074680794733 52.3641844874956),,West,Verleend
1386,Café Petit Restaurant Het Plein,Louis Bouwmeesterstraat 377,Café,Eetcafé,2011-10-26 00:00:00.0,,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.82250042745595 52.3550388184241),,Nieuw-West,Voorlopige toestemming
13811,Bo-Zin,Louis Couperusstraat 19,Alcoholvrij,Lunchroom,2016-04-22 00:00:00.0,2019-04-29 00:00:00.0,07:00,02:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.83170585744038 52.3748370955169),,Nieuw-West,Verleend
12819,Radion Amsterdam,Louwesweg 1,Restaurant met zaalverhuur,Specificatie n.v.t.,2015-08-04 00:00:00.0,2018-08-04 00:00:00.0,00:00,00:00,00:00,00:00,07:00,22:00,07:00,23:00,,,,,,,,,,,,,,,,POINT (4.82598907288342 52.3461216589988),,Nieuw-West,Aangevraagd
10061,Kerkcentrum de Nieuwe Stad,Luthuliplein 11,Additionele horeca,Onbekend,2016-01-01 00:00:00.0,2019-01-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.96856784510908 52.3188944307167),,Zuidoost,Verleend
4653,Café Dopey¿S Elixer,Lutmastraat 49-1,Café,Café,2015-06-05 00:00:00.0,2019-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.8943859333626 52.3505870704089),,Zuid,Verleend
7729,Reuring BV,Lutmastraat 99,Café,Eetcafé,2017-09-08 00:00:00.0,2022-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.8976690538184 52.3509961314893),"MULTIPOLYGON (((4.89762092188985 52.3509684224909, 4.89778549216077 52.350991367523, 4.89778321139347 52.3509975017184, 4.89761864110106 52.350974556683, 4.89762092188985 52.3509684224909)), ((4.89778162223839 52.3510415567521, 4.89776732362877 52.3510395298765, 4.89778321139347 52.3509975017184, 4.89779750999032 52.3509995285921, 4.89778162223839 52.3510415567521)))",Zuid,Verleend
14118,Restaurant Michiu B.V.,Maasstraat 102,Restaurant,Specificatie n.v.t.,2016-08-16 00:00:00.0,2019-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89527892613705 52.344164633731),"POLYGON ((4.895297407876 52.3441897590598, 4.89530739803427 52.344163053255, 4.89531493596799 52.3441463566238, 4.89534211326007 52.3441501700785, 4.89533445360345 52.3441671921287, 4.89532458519306 52.3441935725186, 4.895297407876 52.3441897590598))",Zuid,Verleend
14632,Snackbar/Lunchroom Maas,Maasstraat 116,Alcoholvrij,Lunchroom,2017-06-22 00:00:00.0,2020-09-01 00:00:00.0,08:00,00:10,08:00,01:00,08:00,01:00,08:00,03:00,,,,,,,,,,,,,,,,POINT (4.89547277154666 52.3438868218585),"POLYGON ((4.89553426031232 52.3438981370151, 4.89547794031925 52.3439560482782, 4.89545650769943 52.3439482297289, 4.89551282771043 52.3438903184758, 4.89553426031232 52.3438981370151))",Zuid,Verleend
14721,Bar Kitchen MAAS,Maasstraat 18,Café,Eetcafé,2017-06-08 00:00:00.0,2020-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89484057611309 52.3466433970606),"POLYGON ((4.89488771915678 52.3465701688005, 4.894912582861 52.3465689145493, 4.89492523247376 52.3466629638666, 4.89490036871734 52.3466642181203, 4.89488771915678 52.3465701688005))",Zuid,Verleend
7371,Mi Sueno,Maasstraat 40,Restaurant,Specificatie n.v.t.,2014-10-01 00:00:00.0,2020-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,01:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.89476118905613 52.3458611442379),,Zuid,Verleend
7271,Café Klasen,Maasstraat 55,Café,Café,2015-06-30 00:00:00.0,2020-12-01 00:00:00.0,12:00,03:00,12:00,04:00,12:00,00:00,12:00,01:00,,,,,,,,,,,,,,,,POINT (4.89524555264023 52.3458541683099),"POLYGON ((4.89516029543861 52.345875142028, 4.89513104598563 52.3458766287864, 4.89512594796064 52.3458390109897, 4.89515519738905 52.3458375242326, 4.89516029543861 52.345875142028))",Zuid,Verleend
12392,IJsland Wereldijs,Maasstraat 63,Alcoholvrij,IJssalon,2017-06-13 00:00:00.0,,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,POINT (4.89521918753658 52.3455844302185),,Zuid,Aangevraagd
12302,Il Cavallino,Maasstraat 67-H,Restaurant,Specificatie n.v.t.,2017-02-22 00:00:00.0,2022-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89557435950056 52.3453162755192),"POLYGON ((4.89550182595212 52.3453436115301, 4.89547322253584 52.345339583954, 4.89550544641127 52.3452537467484, 4.89553404977534 52.3452577743168, 4.89550182595212 52.3453436115301))",Zuid,Verleend
13103,Tap Zuid B.V.,Maasstraat 70,Restaurant,Specificatie n.v.t.,2015-03-31 00:00:00.0,2018-10-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89484153094516 52.3452323445179),,Zuid,Verleend
11146,Café Goos,Maasstraat 74,Restaurant,Specificatie n.v.t.,2015-03-18 00:00:00.0,2020-05-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89481566641412 52.3449176702487),"POLYGON ((4.89485580992223 52.3448657401961, 4.89488441777693 52.3448697551158, 4.89485688435034 52.3449433420708, 4.89482827645085 52.3449393271445, 4.89485580992223 52.3448657401961))",Zuid,Verleend
12958,Mangiaccanto,Maasstraat 8-H,Restaurant,Specificatie n.v.t.,2017-12-18 00:00:00.0,2023-02-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89499224707044 52.3475248136941),"MULTIPOLYGON (((4.89500810235254 52.3474618374917, 4.89500193298061 52.347416157676, 4.89502387545573 52.3474150462392, 4.89503004485005 52.3474607260537, 4.89500810235254 52.3474618374917)), ((4.89501850445082 52.347538826811, 4.89501233505779 52.3474931469968, 4.89503427751968 52.3474920355608, 4.89504044693509 52.3475377153739, 4.89501850445082 52.347538826811)))",Zuid,Verleend
11680,Restaurant De Marathonweg,Marathonweg 1,Restaurant,Specificatie n.v.t.,2016-05-20 00:00:00.0,2021-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.86082856130232 52.348609309269),"MULTIPOLYGON (((4.86098531475705 52.3484674413498, 4.86099410540203 52.3484757332408, 4.86065929383549 52.3486088479727, 4.86065050322675 52.3486005560571, 4.86098531475705 52.3484674413498)), ((4.86069541345927 52.3486682065647, 4.86065359329887 52.348629644081, 4.86100841747321 52.3484885727516, 4.86102865048825 52.3485089854902, 4.86078837744801 52.3486036513669, 4.86078394704729 52.3486180603591, 4.8607989363214 52.348633084368, 4.86076228156577 52.3486485198842, 4.86076056656181 52.3486469021795, 4.86075153898048 52.3486507788027, 4.86074561813562 52.3486465215881, 4.86069541345927 52.3486682065647)))",Zuid,Verleend
11939,Café Kiebêrt,Marathonweg 2,Café,Eetcafé,2016-10-31 00:00:00.0,2021-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.86059641502282 52.3483835871348),"MULTIPOLYGON (((4.86076485102085 52.3483805406371, 4.86074080690725 52.3483579524648, 4.86081457309176 52.3483285051597, 4.86083861705512 52.3483510931558, 4.86076485102085 52.3483805406371)), ((4.86064665406398 52.3484620566235, 4.86063703675884 52.3484530218856, 4.86076612666075 52.3484014880089, 4.86077574398103 52.3484105227365, 4.86064665406398 52.3484620566235)), ((4.86048017201519 52.3484941866733, 4.8604297667387 52.3484499711209, 4.86050001708446 52.3484198912515, 4.86049820150305 52.3484182923715, 4.86053514050877 52.3484022787777, 4.86055679075742 52.3484206198841, 4.86057729189809 52.3484232275175, 4.86066306909475 52.3483889882493, 4.86072605369301 52.3483638419525, 4.86075009780227 52.3483864301279, 4.86048017201519 52.3484941866733)), ((4.86062851084977 52.3484786857135, 4.86059130602035 52.3484934489881, 4.86058661022552 52.3484952309016, 4.86058179442177 52.3484969170419, 4.86057717475579 52.3484983670669, 4.86057229202496 52.3484997582594, 4.8605673385996 52.348501036966, 4.86056230934964 52.3485021897365, 4.86055720337817 52.348503223083, 4.86055204416765 52.3485041322399, 4.86054682889214 52.3485049121847, 4.86054155742076 52.3485055707967, 4.86053625857278 52.3485060982462, 4.86053091486876 52.3485064974274, 4.86052556192766 52.3485067736792, 4.86052019559662 52.3485069120693, 4.86051479820688 52.3485069287887, 4.8605094524106 52.3485068160943, 4.86050303639435 52.3485065157882, 4.86061188178886 52.3484630639507, 4.86062851084977 52.3484786857135)), ((4.86020866684256 52.348602562867, 4.86018787204678 52.3485842177073, 4.86019263216092 52.3485825581856, 4.86021619168947 52.3485723091857, 4.86021683076351 52.3485719474832, 4.86021741874 52.3485715546189, 4.86021813058917 52.3485709337108, 4.86021868093334 52.3485703725646, 4.86021906704989 52.3485697621866, 4.86021942111387 52.3485691445634, 4.86021955182609 52.3485686571706, 4.86022484650482 52.3485404775106, 4.86022538673425 52.3485401652488, 4.86022594104046 52.3485398623805, 4.86022618593532 52.3485396545936, 4.86022661556592 52.3485392902182, 4.86022699297385 52.3485389047638, 4.86022733902005 52.3485385084256, 4.86022751340182 52.3485382164851, 4.86022769705359 52.3485379266843, 4.86022785376235 52.3485376310094, 4.86022798812416 52.3485372344547, 4.8602280710936 52.3485368846384, 4.86022814231056 52.3485364180415, 4.86022814650984 52.3485360638499, 4.86022806608659 52.3485356448801, 4.86022796681375 52.348535227429, 4.86022780729038 52.3485347582036, 4.86022765318585 52.3485344596597, 4.8602275114064 52.3485342295977, 4.86022733195325 52.3485339718763, 4.86022717870636 52.3485337621535, 4.86022702682479 52.3485335936881, 4.86022671353393 52.348533278381, 4.86022656705603 52.3485331232208, 4.86022633575799 52.3485329290563, 4.86022583968452 52.3485325496672, 4.86022532797195 52.3485322383742, 4.86022479193128 52.348531942834, 4.86022428122289 52.3485317065721, 4.86022367219319 52.3485314721008, 4.86022303572964 52.3485312667653, 4.86022261555041 52.3485311492961, 4.86022196481968 52.3485309918938, 4.8602216056267 52.3485309516695, 4.86022124643372 52.3485309114452, 4.86022275273494 52.3485179632359, 4.860265041595 52.3484998659263, 4.86032527191666 52.3485528905242, 4.86020866684256 52.348602562867)), ((4.86022540445126 52.3486173287644, 4.86034203305047 52.3485676463924, 4.8603511370806 52.3485756612311, 4.86034726584895 52.3485803325144, 4.8603450295031 52.3485827939395, 4.86034217065264 52.3485856134704, 4.86033996932331 52.3485877521034, 4.86033858874912 52.3485890257852, 4.86033646326733 52.3485908090847, 4.86033443472184 52.3485924880387, 4.86032962547531 52.3485961097546, 4.86032608097463 52.348598531506, 4.86032182963274 52.3486011924646, 4.86031910170091 52.3486027779137, 4.86031597598302 52.3486045095887, 4.86031171154497 52.3486066767733, 4.86030908375753 52.3486079071864, 4.86030461604097 52.3486098907102, 4.86030098488666 52.3486113465969, 4.86029613556712 52.3486134323036, 4.86028530204669 52.3486180861727, 4.86027661016387 52.348621758833, 4.86026154654563 52.3486282180932, 4.86025272523332 52.3486319845315, 4.8602454514335 52.3486350973635, 4.86022540445126 52.3486173287644)))",Zuid,Verleend
6159,Snackbar Coja,Marathonweg 25,Fastfood,Snackbar,2014-02-11 00:00:00.0,2019-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.86222910410112 52.3480762629837),,Zuid,Verleend
14101,Ajisai,Marathonweg 8-H,Fastfood,Afhaalrestaurant,2016-09-05 00:00:00.0,2020-03-01 00:00:00.0,12:00,22:00,12:00,22:00,16:00,22:00,16:00,22:00,,,,,,,,,,,,,,,,POINT (4.86084696173782 52.3482948237327),"POLYGON ((4.86087409986575 52.3483156221312, 4.86086591919794 52.3483080067996, 4.86091018115256 52.3482903365368, 4.86091824428688 52.3482978459423, 4.86087409986575 52.3483156221312))",Zuid,Verleend
12884,Kopjes,Marco Polostraat 211,Alcoholvrij,Lunchroom,2018-01-01 00:00:00.0,2023-01-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.85534199079678 52.3704876301063),,West,Verleend
13508,Tapas Bar Salvador,Marco Polostraat 223-H,Café,Café,2015-11-01 00:00:00.0,2018-11-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.85514368768186 52.3711068839311),,West,Verleend
10540,Café Rijsel,Marcusstraat 52,Restaurant,Specificatie n.v.t.,2017-09-01 00:00:00.0,2022-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,24-06-2018 05:00,,,,,,,,,,23-06-2018,,,,,POINT (4.91292674701991 52.3515974273634),,Oost,Verleend
13365,Haddock,Marie Baronlaan 19,Restaurant met zaalverhuur,Specificatie n.v.t.,2015-05-01 00:00:00.0,2018-09-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,23:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.97278387721695 52.3716753425871),,Oost,Verleend
11530,Taj Indian Restaurant,Marie Heinekenplein 1,Restaurant,Specificatie n.v.t.,2016-01-11 00:00:00.0,2021-04-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.891036981059 52.3573946896946),"MULTIPOLYGON (((4.89102988816592 52.3572929172837, 4.89105926923752 52.3572430363999, 4.8910643326928 52.3572440849292, 4.89107551988567 52.3572464419927, 4.89108346440088 52.3572479370497, 4.89109992007072 52.3572505314396, 4.89110717134397 52.3572514318924, 4.89111658746126 52.3572525694823, 4.89112919132365 52.3572537187192, 4.89114185711099 52.3572545806108, 4.89115033732608 52.3572549666171, 4.89113080337879 52.3573076467724, 4.89110193500872 52.3573048346572, 4.89109126831667 52.3573036313246, 4.89108056091416 52.3573022201484, 4.89107007211072 52.3573006566266, 4.89105964404173 52.3572989224326, 4.89104923400201 52.357297006451, 4.89102988816592 52.3572929172837)), ((4.89110226592414 52.357379630115, 4.89104603954737 52.3573735258713, 4.89098753149999 52.3573627384986, 4.89100245097065 52.3573374094908, 4.89102978796817 52.3573429211745, 4.89105562031806 52.3573471276503, 4.89107128840378 52.3573492693675, 4.89109191628214 52.3573517048437, 4.89111281800343 52.3573534430351, 4.89110226592414 52.357379630115)))",Zuid,Verleend
6413,Tripbar Barca Amsterdam,Marie Heinekenplein 31,Restaurant,Specificatie n.v.t.,2015-06-11 00:00:00.0,2020-11-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,00:00,,,,,,,,,,,,,,,,POINT (4.89173167932361 52.3569661909705),,Zuid,Verleend
13025,Exploitatiemts.Marie Heinekenplein B.V.,Marie Heinekenplein 33,Restaurant,Specificatie n.v.t.,2018-03-07 00:00:00.0,,10:00,01:00,10:00,03:00,10:00,00:00,10:00,00:00,,,,,,,,,,,,,,,,POINT (4.89170382592604 52.3568312605712),,Zuid,Aangevraagd
11961,Nam Kee,Marie Heinekenplein 4,Restaurant,Specificatie n.v.t.,2013-10-16 00:00:00.0,2020-03-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.89118376574239 52.3573953040362),"MULTIPOLYGON (((4.89112659281948 52.3573063392129, 4.89112716472767 52.3572551123026, 4.89121719454529 52.3572554890606, 4.89121535986898 52.357306710687, 4.89112659281948 52.3573063392129)), ((4.89115931271406 52.3573819360119, 4.89111876193997 52.357380253938, 4.8911190009581 52.3573505836278, 4.89115990353681 52.3573522369552, 4.89121316024136 52.3573508808931, 4.89121334744366 52.3573805025959, 4.89115931271406 52.3573819360119)))",Zuid,Verleend
12991,De Kleine Valk BV,Marie Heinekenplein 7,Restaurant,Specificatie n.v.t.,2015-02-11 00:00:00.0,2020-03-01 00:00:00.0,07:00,00:00,07:00,01:00,07:00,03:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.89146335852336 52.3573335605429),"MULTIPOLYGON (((4.89121835311769 52.3573055841631, 4.89121859387682 52.3572840149376, 4.89126287284726 52.3572781491824, 4.89125540870043 52.3572478836751, 4.8912795887035 52.3572429652715, 4.89129494175576 52.3572389976389, 4.89130913557638 52.3572350189118, 4.89133029096618 52.3572278079701, 4.89135060118869 52.3572197373244, 4.89139113855023 52.3572691590581, 4.89135705383988 52.3572808072099, 4.89132586667646 52.3572894919337, 4.8913189094007 52.3572912070671, 4.89127134239948 52.3572999545239, 4.89121835311769 52.3573055841631)), ((4.891217517407 52.3573804539606, 4.89121785602807 52.3573501175517, 4.89125686212229 52.3573467917668, 4.89129867991637 52.3573405764007, 4.89133956584538 52.3573319807566, 4.89137901513231 52.3573210938165, 4.89141677712565 52.3573081889872, 4.8914574179259 52.3572907174467, 4.89148180510339 52.3573169117738, 4.89144288018232 52.3573336456578, 4.89140107607383 52.357347931847, 4.8913576388463 52.3573599193526, 4.89131245318371 52.3573694189509, 4.89126604882122 52.3573763160174, 4.891217517407 52.3573804539606)))",Zuid,Verleend
14751,VJFB B.V.,Marie Heinekenplein 9,Restaurant,Specificatie n.v.t.,2017-08-09 00:00:00.0,2020-12-01 00:00:00.0,07:00,01:00,07:00,03:00,07:00,00:00,07:00,01:00,,,,,,,,,,,,,,,,POINT (4.8916258238026 52.3572443639504),"MULTIPOLYGON (((4.8914701477273 52.357223686355, 4.89141724527251 52.3571994686095, 4.89145240428231 52.3571706768882, 4.89150530672209 52.3571948946181, 4.8914701477273 52.357223686355)), ((4.89155255148889 52.3572767454671, 4.89151543986764 52.3572576071176, 4.89157309144548 52.3572099355872, 4.89161295506931 52.3572268202819, 4.89158378350658 52.3572535172985, 4.89155255148889 52.3572767454671)))",Zuid,Verleend
1241,Wonny's Eethuis,Maritzstraat 28-H,Eethuis,Specificatie n.v.t.,2016-05-01 00:00:00.0,2019-05-01 00:00:00.0,07:00,01:00,07:00,03:00,,,,,,,,,,,,,,,,,,,,POINT (4.91979251704627 52.3546894723484),,Oost,Verleend
